ダウンロードした時刻：2024/07/10 15:58:43

,那覇,那覇,那覇
2017/5/27,曇一時晴,8,1
2017/5/28,雨時々曇,8,1
2017/5/29,曇一時雨,8,1
2017/5/30,曇後一時晴,8,1
2017/5/31,曇時々雨,8,1
2017/6/1,曇,8,1
2017/6/2,雨一時曇,8,1
2017/6/3,曇,8,1
2017/6/4,曇一時雨,8,1
2017/6/5,曇時々晴,8,1
2017/6/6,晴時々曇,8,1
2017/6/7,晴,8,1
2017/6/8,曇後時々晴,8,1
2017/6/9,曇一時晴,8,1
2017/6/10,晴一時曇,8,1
2017/6/11,晴一時曇,8,1
2017/6/12,曇時々雨、雷を伴う,8,1
2017/6/13,曇時々雨、雷を伴う,8,1
2017/6/14,大雨一時曇、雷を伴う,8,1
2017/6/15,雨一時曇,8,1
2017/6/16,雨,8,1
2017/6/17,大雨,8,1
2017/6/18,雨時々曇,8,1
2017/6/19,大雨時々曇,8,1
2017/6/20,曇一時雨,8,1
2017/6/21,曇,8,1
2017/6/22,晴一時曇,8,1
2017/6/23,曇時々晴,8,1
2017/6/24,曇時々晴,8,1
2017/6/25,曇一時晴,8,1
2017/6/26,曇,8,1
2017/6/27,曇一時晴,8,1
2017/6/28,晴,8,1
2017/6/29,晴時々曇,8,1
2017/6/30,曇時々雨一時晴,8,1
2017/7/1,晴,8,1
2017/7/2,晴時々曇,8,1
2017/7/3,曇一時雨,8,1
2017/7/4,曇後晴,8,1
2017/7/5,晴,8,1
2017/7/6,晴時々曇,8,1
2017/7/7,晴時々薄曇,8,1
2017/7/8,晴一時薄曇,8,1
2017/7/9,薄曇一時晴,8,1
2017/7/10,薄曇一時晴,8,1
2017/7/11,晴時々薄曇,8,1
2017/7/12,晴、雷を伴う,8,1
2017/7/13,薄曇一時晴,8,1
2017/7/14,晴,8,1
2017/7/15,晴,8,1
2017/7/16,曇時々晴一時雨,8,1
2017/7/17,曇時々晴,8,1
2017/7/18,晴後時々薄曇,8,1
2017/7/19,晴,8,1
2017/7/20,晴,8,1
2017/7/21,晴一時曇,8,1
2017/7/22,晴後一時雨,8,1
2017/7/23,晴後一時薄曇,8,1
2017/7/24,晴時々曇一時雨,8,1
2017/7/25,曇時々雨一時晴,8,1
2017/7/26,晴一時雨,8,1
2017/7/27,晴,8,1
2017/7/28,晴一時雨,8,1
2017/7/29,晴,8,1
2017/7/30,晴一時雨,8,1
2017/7/31,晴,8,1
2017/8/1,晴一時雨,8,1
2017/8/2,晴後一時曇,8,1
2017/8/3,晴,8,1
2017/8/4,曇一時晴,8,1
2017/8/5,曇,8,1
2017/8/6,曇,8,1
2017/8/7,薄曇後一時雨,8,1
2017/8/8,晴,8,1
2017/8/9,晴後薄曇,8,1
2017/8/10,曇,8,1
2017/8/11,晴一時曇,8,1
2017/8/12,晴一時薄曇,8,1
2017/8/13,晴,8,1
2017/8/14,晴,8,1
2017/8/15,晴,8,1
2017/8/16,晴,8,1
2017/8/17,晴,8,1
2017/8/18,晴一時雨,8,1
2017/8/19,晴,8,1
2017/8/20,曇時々晴一時雨,8,1
2017/8/21,曇時々雨一時晴、雷を伴う,8,1
2017/8/22,晴時々曇一時雨、雷を伴う,8,1
2017/8/23,晴,8,1
2017/8/24,晴後一時雨,8,1
2017/8/25,晴,8,1
2017/8/26,晴後一時曇,8,1
2017/8/27,晴一時曇,8,1
2017/8/28,晴後一時雨,8,1
2017/8/29,晴一時雨,8,1
2017/8/30,晴時々雨後曇,8,1
2017/8/31,晴後曇,8,1
2017/9/1,晴一時曇,8,1
2017/9/2,晴後一時曇,8,1
2017/9/3,曇後一時雨,8,1
2017/9/4,曇,8,1
2017/9/5,曇一時雨,8,1
2017/9/6,晴時々薄曇,8,1
2017/9/7,晴一時雨,8,1
2017/9/8,曇,8,1
2017/9/9,晴一時曇,8,1
2017/9/10,晴後大雨、雷を伴う,8,1
2017/9/11,晴,8,1
2017/9/12,曇一時晴,8,1
2017/9/13,曇時々雨、大風を伴う,8,1
2017/9/14,雨一時曇,8,1
2017/9/15,曇,8,1
2017/9/16,曇時々雨、大風を伴う,8,1
2017/9/17,曇一時雨後晴,8,1
2017/9/18,晴,8,1
2017/9/19,晴,8,1
2017/9/20,晴後大雨時々曇,8,1
2017/9/21,薄曇,8,1
2017/9/22,晴時々曇,8,1
2017/9/23,晴,8,1
2017/9/24,曇時々晴,8,1
2017/9/25,薄曇一時晴,8,1
2017/9/26,薄曇時々晴,8,1
2017/9/27,薄曇,8,1
2017/9/28,曇時々晴,8,1
2017/9/29,晴時々曇,8,1
2017/9/30,晴,8,1
2017/10/1,晴,8,1
2017/10/2,晴後一時薄曇,8,1
2017/10/3,晴,8,1
2017/10/4,晴,8,1
2017/10/5,曇時々晴一時雨,8,1
2017/10/6,晴,8,1
2017/10/7,晴,8,1
2017/10/8,晴後一時雨,8,1
2017/10/9,晴一時曇,8,1
2017/10/10,晴,8,1
2017/10/11,晴一時雨,8,1
2017/10/12,曇時々晴,8,1
2017/10/13,曇一時晴,8,1
2017/10/14,曇一時雨、雷を伴う,8,1
2017/10/15,晴時々曇,8,1
2017/10/16,曇一時雨,8,1
2017/10/17,大雨一時曇,8,1
2017/10/18,曇時々雨,8,1
2017/10/19,晴時々曇一時雨,8,1
2017/10/20,曇一時晴,8,1
2017/10/21,曇時々雨,8,1
2017/10/22,曇後晴一時雨、大風を伴う,8,1
2017/10/23,晴時々曇一時雨,8,1
2017/10/24,晴,8,1
2017/10/25,晴時々曇,8,1
2017/10/26,晴後一時曇,8,1
2017/10/27,雨時々曇,8,1
2017/10/28,暴風雨,8,1
2017/10/29,曇時々雨,8,1
2017/10/30,曇一時雨,8,1
2017/10/31,晴後曇,8,1
2017/11/1,曇時々晴,8,1
2017/11/2,晴,8,1
2017/11/3,晴時々曇,8,1
2017/11/4,曇一時雨,8,1
2017/11/5,薄曇時々晴,8,1
2017/11/6,曇一時晴,8,1
2017/11/7,晴時々曇,8,1
2017/11/8,晴後一時曇,8,1
2017/11/9,晴時々曇,8,1
2017/11/10,曇時々晴後一時雨,8,1
2017/11/11,曇一時雨,8,1
2017/11/12,曇時々雨,8,1
2017/11/13,曇時々雨,8,1
2017/11/14,大雨後曇時々晴,8,1
2017/11/15,曇時々晴,8,1
2017/11/16,曇時々雨,8,1
2017/11/17,雨時々曇、雷を伴う,8,1
2017/11/18,曇時々雨,8,1
2017/11/19,曇時々晴,8,1
2017/11/20,曇一時晴,8,1
2017/11/21,曇時々雨,8,1
2017/11/22,雨後曇時々晴,8,1
2017/11/23,曇時々雨,8,1
2017/11/24,晴時々曇,8,1
2017/11/25,曇,8,1
2017/11/26,曇後時々雨,8,1
2017/11/27,曇後晴一時雨,8,1
2017/11/28,曇後晴,8,1
2017/11/29,晴,8,1
2017/11/30,曇,8,1
2017/12/1,雨一時曇,8,1
2017/12/2,曇時々雨,8,1
2017/12/3,曇後雨,8,1
2017/12/4,曇時々晴一時雨,8,1
2017/12/5,晴時々曇,8,1
2017/12/6,晴後一時曇,8,1
2017/12/7,曇,8,1
2017/12/8,雨後曇,8,1
2017/12/9,曇時々晴,8,1
2017/12/10,薄曇後時々晴,8,1
2017/12/11,曇時々晴,8,1
2017/12/12,曇時々晴,8,1
2017/12/13,晴時々曇,8,1
2017/12/14,晴一時曇,8,1
2017/12/15,晴時々曇,8,1
2017/12/16,曇時々晴後雨,8,1
2017/12/17,曇後一時雨,8,1
2017/12/18,曇一時雨,8,1
2017/12/19,雨時々曇,8,1
2017/12/20,曇一時雨,8,1
2017/12/21,晴,8,1
2017/12/22,晴時々曇,8,1
2017/12/23,曇,8,1
2017/12/24,晴後一時雨,8,1
2017/12/25,曇時々晴,8,1
2017/12/26,晴時々曇,8,1
2017/12/27,晴時々曇,8,1
2017/12/28,晴時々曇,8,1
2017/12/29,曇時々晴,8,1
2017/12/30,晴,8,1
2017/12/31,曇一時雨,8,1
2018/1/1,晴,8,1
2018/1/2,晴,8,1
2018/1/3,晴一時曇,8,1
2018/1/4,曇,8,1
2018/1/5,雨時々曇,8,1
2018/1/6,曇後一時雨,8,1
2018/1/7,雨後一時曇,8,1
2018/1/8,大雨時々曇,8,1
2018/1/9,曇時々雨,8,1
2018/1/10,曇,8,1
2018/1/11,曇後一時晴,8,1
2018/1/12,曇時々雨、あられを伴う,8,1
2018/1/13,晴時々曇一時雨,8,1
2018/1/14,晴一時曇,8,1
2018/1/15,晴,8,1
2018/1/16,晴,8,1
2018/1/17,雨一時曇,8,1
2018/1/18,曇時々晴,8,1
2018/1/19,雨一時曇,8,1
2018/1/20,曇,8,1
2018/1/21,晴後曇,8,1
2018/1/22,雨時々曇,8,1
2018/1/23,晴後曇一時雨,8,1
2018/1/24,曇一時雨,8,1
2018/1/25,曇時々晴,8,1
2018/1/26,雨時々曇,8,1
2018/1/27,曇,8,1
2018/1/28,曇時々雨一時晴,8,1
2018/1/29,雨一時曇,8,1
2018/1/30,曇一時晴,8,1
2018/1/31,曇一時雨,8,1
2018/2/1,曇時々雨,8,1
2018/2/2,晴後曇一時雨,8,1
2018/2/3,曇時々雨,8,1
2018/2/4,雨,8,1
2018/2/5,雨,8,1
2018/2/6,曇,8,1
2018/2/7,曇時々晴,8,1
2018/2/8,曇,8,1
2018/2/9,曇一時晴,8,1
2018/2/10,曇後雨,8,1
2018/2/11,曇一時雨,8,1
2018/2/12,曇時々晴,8,1
2018/2/13,晴,8,1
2018/2/14,晴時々曇,8,1
2018/2/15,晴,8,1
2018/2/16,曇後一時雨,8,1
2018/2/17,晴一時曇,8,1
2018/2/18,晴時々薄曇,8,1
2018/2/19,快晴,8,1
2018/2/20,曇一時晴,8,1
2018/2/21,曇時々晴,8,1
2018/2/22,曇時々雨,8,1
2018/2/23,曇一時雨,8,1
2018/2/24,曇時々晴,8,1
2018/2/25,曇時々晴一時雨,8,1
2018/2/26,晴時々曇,8,1
2018/2/27,晴,8,1
2018/2/28,曇一時晴,8,1
2018/3/1,晴,8,1
2018/3/2,晴時々曇一時雨,8,1
2018/3/3,大雨後一時曇、雷を伴う,8,1
2018/3/4,曇一時晴、霧を伴う,8,1
2018/3/5,曇後時々雨、雷を伴う,8,1
2018/3/6,曇時々晴一時雨,8,1
2018/3/7,晴一時雨,8,1
2018/3/8,雨時々曇,8,1
2018/3/9,曇,8,1
2018/3/10,曇一時雨後晴,8,1
2018/3/11,晴,8,1
2018/3/12,曇後時々晴,8,1
2018/3/13,晴,8,1
2018/3/14,晴,8,1
2018/3/15,晴時々曇,8,1
2018/3/16,雨一時曇,8,1
2018/3/17,晴時々曇一時雨,8,1
2018/3/18,晴一時曇,8,1
2018/3/19,晴,8,1
2018/3/20,曇,8,1
2018/3/21,曇一時雨,8,1
2018/3/22,曇時々晴,8,1
2018/3/23,晴,8,1
2018/3/24,晴,8,1
2018/3/25,晴時々曇,8,1
2018/3/26,晴一時曇,8,1
2018/3/27,晴,8,1
2018/3/28,晴,8,1
2018/3/29,晴後時々曇,8,1
2018/3/30,晴,8,1
2018/3/31,晴,8,1
2018/4/1,晴,8,1
2018/4/2,晴,8,1
2018/4/3,晴,8,1
2018/4/4,晴,8,1
2018/4/5,晴,8,1
2018/4/6,曇時々雨一時晴,8,1
2018/4/7,曇,8,1
2018/4/8,晴一時曇,8,1
2018/4/9,晴一時曇,8,1
2018/4/10,曇時々晴,8,1
2018/4/11,曇時々雨,8,1
2018/4/12,曇後一時雨,8,1
2018/4/13,曇時々晴,8,1
2018/4/14,曇一時晴,8,1
2018/4/15,雨一時曇,8,1
2018/4/16,曇後時々雨,8,1
2018/4/17,雨後一時曇,8,1
2018/4/18,晴後曇,8,1
2018/4/19,薄曇,8,1
2018/4/20,晴時々曇,8,1
2018/4/21,曇時々雨,8,1
2018/4/22,雨時々曇、雷を伴う,8,1
2018/4/23,曇,8,1
2018/4/24,曇,8,1
2018/4/25,曇,8,1
2018/4/26,晴,8,1
2018/4/27,晴後一時曇,8,1
2018/4/28,晴,8,1
2018/4/29,晴時々曇,8,1
2018/4/30,晴時々曇,8,1
2018/5/1,晴時々曇,8,1
2018/5/2,晴,8,1
2018/5/3,雨時々曇,8,1
2018/5/4,晴後一時曇,8,1
2018/5/5,曇,8,1
2018/5/6,晴時々薄曇,8,1
2018/5/7,曇時々晴,8,1
2018/5/8,曇時々雨,8,1
2018/5/9,薄曇一時晴,8,1
2018/5/10,曇時々晴,8,1
2018/5/11,晴,8,1
2018/5/12,曇時々雨,8,1
2018/5/13,晴一時曇,8,1
2018/5/14,晴,8,1
2018/5/15,晴,8,1
2018/5/16,晴,8,1
2018/5/17,晴,8,1
2018/5/18,曇時々晴,8,1
2018/5/19,薄曇一時晴,8,1
2018/5/20,曇時々晴,8,1
2018/5/21,曇一時雨,8,1
2018/5/22,晴後一時曇,8,1
2018/5/23,曇時々晴,8,1
2018/5/24,晴,8,1
2018/5/25,快晴,8,1
2018/5/26,薄曇一時晴,8,1
2018/5/27,晴一時曇,8,1
2018/5/28,曇,8,1
2018/5/29,晴,8,1
2018/5/30,晴後時々薄曇,8,1
2018/5/31,薄曇時々晴,8,1
2018/6/1,曇時々雨,8,1
2018/6/2,曇,8,1
2018/6/3,雨時々曇,8,1
2018/6/4,曇一時晴,8,1
2018/6/5,晴時々薄曇,8,1
2018/6/6,曇時々晴,8,1
2018/6/7,晴後曇,8,1
2018/6/8,曇,8,1
2018/6/9,曇,8,1
2018/6/10,薄曇後一時晴,8,1
2018/6/11,曇後一時雨,8,1
2018/6/12,晴後一時薄曇,8,1
2018/6/13,曇,8,1
2018/6/14,大雨時々曇,8,1
2018/6/15,曇時々雨,8,1
2018/6/16,大雨後曇,8,1
2018/6/17,晴一時曇,8,1
2018/6/18,曇,8,1
2018/6/19,曇,8,1
2018/6/20,薄曇後一時雨,8,1
2018/6/21,薄曇時々晴,8,1
2018/6/22,晴時々曇,8,1
2018/6/23,晴時々曇,8,1
2018/6/24,薄曇一時晴,8,1
2018/6/25,薄曇後一時雨,8,1
2018/6/26,晴一時雨,8,1
2018/6/27,薄曇後時々晴,8,1
2018/6/28,晴後一時曇,8,1
2018/6/29,晴,8,1
2018/6/30,雨時々曇,8,1
2018/7/1,曇時々雨,8,1
2018/7/2,暴風雨,8,1
2018/7/3,雨一時曇,8,1
2018/7/4,大雨一時曇,8,1
2018/7/5,雨一時曇,8,1
2018/7/6,曇,8,1
2018/7/7,曇一時晴,8,1
2018/7/8,晴,8,1
2018/7/9,晴後曇,8,1
2018/7/10,雨一時曇、大風を伴う,8,1
2018/7/11,曇後一時晴,8,1
2018/7/12,晴一時曇,8,1
2018/7/13,晴時々曇,8,1
2018/7/14,曇時々晴,8,1
2018/7/15,晴,8,1
2018/7/16,曇一時雨後晴,8,1
2018/7/17,曇一時雨後晴,8,1
2018/7/18,晴時々曇,8,1
2018/7/19,晴時々曇一時雨,8,1
2018/7/20,曇時々晴一時雨,8,1
2018/7/21,雨時々曇,8,1
2018/7/22,曇時々晴,8,1
2018/7/23,曇後一時晴,8,1
2018/7/24,晴,8,1
2018/7/25,晴一時曇,8,1
2018/7/26,晴後一時雨,8,1
2018/7/27,晴後大雨一時曇,8,1
2018/7/28,晴時々曇一時雨,8,1
2018/7/29,曇時々晴,8,1
2018/7/30,薄曇時々晴,8,1
2018/7/31,晴後一時雨,8,1
2018/8/1,曇時々雨一時晴,8,1
2018/8/2,雨時々曇、雷を伴う,8,1
2018/8/3,曇一時晴,8,1
2018/8/4,晴,8,1
2018/8/5,晴,8,1
2018/8/6,晴,8,1
2018/8/7,晴,8,1
2018/8/8,晴一時雨,8,1
2018/8/9,晴,8,1
2018/8/10,晴時々薄曇,8,1
2018/8/11,曇一時雨,8,1
2018/8/12,曇後一時雨,8,1
2018/8/13,晴時々曇後一時雨,8,1
2018/8/14,晴時々曇一時雨,8,1
2018/8/15,暴風雨,8,1
2018/8/16,雨後一時曇,8,1
2018/8/17,晴時々曇,8,1
2018/8/18,晴,8,1
2018/8/19,晴,8,1
2018/8/20,晴,8,1
2018/8/21,曇時々晴一時雨,8,1
2018/8/22,曇一時晴,8,1
2018/8/23,晴後曇,8,1
2018/8/24,曇時々晴一時雨,8,1
2018/8/25,雨時々曇一時晴,8,1
2018/8/26,晴時々曇一時雨,8,1
2018/8/27,晴後時々曇,8,1
2018/8/28,曇時々大雨一時晴,8,1
2018/8/29,晴時々曇一時雨,8,1
2018/8/30,晴,8,1
2018/8/31,晴,8,1
2018/9/1,晴時々大雨,8,1
2018/9/2,晴,8,1
2018/9/3,晴,8,1
2018/9/4,曇一時雨,8,1
2018/9/5,大雨時々晴一時曇,8,1
2018/9/6,晴一時曇,8,1
2018/9/7,晴時々曇,8,1
2018/9/8,曇一時雨,8,1
2018/9/9,曇時々雨,8,1
2018/9/10,曇時々雨、雷を伴う,8,1
2018/9/11,曇一時雨,8,1
2018/9/12,晴一時曇,8,1
2018/9/13,晴,8,1
2018/9/14,晴一時雨,8,1
2018/9/15,曇時々晴,8,1
2018/9/16,晴一時曇,8,1
2018/9/17,晴,8,1
2018/9/18,晴,8,1
2018/9/19,晴,8,1
2018/9/20,晴後一時曇,8,1
2018/9/21,晴,8,1
2018/9/22,晴後一時雨,8,1
2018/9/23,晴一時曇,8,1
2018/9/24,曇一時雨,8,1
2018/9/25,曇一時雨,8,1
2018/9/26,曇,8,1
2018/9/27,曇,8,1
2018/9/28,曇後雨、大風を伴う,8,1
2018/9/29,暴風雨,8,1
2018/9/30,曇時々雨一時晴,8,1
2018/10/1,晴,8,1
2018/10/2,晴,8,1
2018/10/3,雨時々曇,8,1
2018/10/4,暴風雨,8,1
2018/10/5,大雨時々曇、大風を伴う,8,1
2018/10/6,曇,8,1
2018/10/7,晴時々曇,8,1
2018/10/8,晴,8,1
2018/10/9,晴,8,1
2018/10/10,晴後一時雨,8,1
2018/10/11,曇時々雨,8,1
2018/10/12,雨,8,1
2018/10/13,曇時々雨,8,1
2018/10/14,曇時々雨,8,1
2018/10/15,大雨一時曇,8,1
2018/10/16,曇後晴,8,1
2018/10/17,雨後一時曇、雷を伴う,8,1
2018/10/18,晴一時曇,8,1
2018/10/19,晴後一時曇,8,1
2018/10/20,晴,8,1
2018/10/21,晴,8,1
2018/10/22,曇時々晴一時雨,8,1
2018/10/23,晴一時曇,8,1
2018/10/24,晴後曇一時雨,8,1
2018/10/25,晴,8,1
2018/10/26,晴,8,1
2018/10/27,曇後晴,8,1
2018/10/28,薄曇時々晴,8,1
2018/10/29,曇,8,1
2018/10/30,曇一時晴,8,1
2018/10/31,曇時々雨,8,1
2018/11/1,曇後晴,8,1
2018/11/2,曇一時雨,8,1
2018/11/3,大雨時々曇,8,1
2018/11/4,曇時々雨後一時晴,8,1
2018/11/5,曇後時々晴,8,1
2018/11/6,晴,8,1
2018/11/7,晴,8,1
2018/11/8,晴,8,1
2018/11/9,薄曇時々晴,8,1
2018/11/10,曇一時晴,8,1
2018/11/11,晴,8,1
2018/11/12,曇時々晴,8,1
2018/11/13,曇時々雨,8,1
2018/11/14,晴,8,1
2018/11/15,晴時々曇一時雨,8,1
2018/11/16,大雨後晴,8,1
2018/11/17,曇,8,1
2018/11/18,晴時々曇,8,1
2018/11/19,曇一時雨,8,1
2018/11/20,晴,8,1
2018/11/21,曇後晴,8,1
2018/11/22,曇一時雨,8,1
2018/11/23,晴一時曇,8,1
2018/11/24,晴後曇一時雨,8,1
2018/11/25,晴時々曇,8,1
2018/11/26,曇時々晴,8,1
2018/11/27,晴,8,1
2018/11/28,晴時々曇,8,1
2018/11/29,曇時々晴,8,1
2018/11/30,晴一時曇,8,1
2018/12/1,晴時々曇,8,1
2018/12/2,曇時々晴,8,1
2018/12/3,曇一時晴,8,1
2018/12/4,晴時々曇後一時雨、雷を伴う,8,1
2018/12/5,曇時々雨,8,1
2018/12/6,晴後雨一時曇,8,1
2018/12/7,曇一時雨,8,1
2018/12/8,曇一時雨,8,1
2018/12/9,雨時々曇,8,1
2018/12/10,雨,8,1
2018/12/11,雨時々曇一時晴,8,1
2018/12/12,曇時々雨,8,1
2018/12/13,曇,8,1
2018/12/14,晴後時々曇,8,1
2018/12/15,晴一時曇,8,1
2018/12/16,快晴,8,1
2018/12/17,曇時々晴,8,1
2018/12/18,晴一時曇,8,1
2018/12/19,晴,8,1
2018/12/20,晴時々曇,8,1
2018/12/21,曇一時雨,8,1
2018/12/22,晴,8,1
2018/12/23,曇一時雨,8,1
2018/12/24,曇一時雨,8,1
2018/12/25,曇時々雨,8,1
2018/12/26,大雨,8,1
2018/12/27,晴一時曇,8,1
2018/12/28,雨時々曇,8,1
2018/12/29,雨時々曇,8,1
2018/12/30,曇,8,1
2018/12/31,曇時々晴,8,1
2019/1/1,曇一時晴,8,1
2019/1/2,曇後一時雨,8,1
2019/1/3,雨時々曇,8,1
2019/1/4,晴時々曇,8,1
2019/1/5,雨時々曇,8,1
2019/1/6,雨後曇,8,1
2019/1/7,晴時々曇,8,1
2019/1/8,曇後時々雨,8,1
2019/1/9,曇一時雨,8,1
2019/1/10,曇時々晴,8,1
2019/1/11,雨一時曇,8,1
2019/1/12,曇一時晴,8,1
2019/1/13,曇後晴,8,1
2019/1/14,晴時々曇一時雨,8,1
2019/1/15,晴時々曇,8,1
2019/1/16,雨時々曇,8,1
2019/1/17,雨時々曇,8,1
2019/1/18,晴,8,1
2019/1/19,曇後時々晴,8,1
2019/1/20,曇一時雨,8,1
2019/1/21,曇時々雨,8,1
2019/1/22,曇時々雨,8,1
2019/1/23,晴,8,1
2019/1/24,晴一時曇,8,1
2019/1/25,晴,8,1
2019/1/26,曇時々雨一時晴,8,1
2019/1/27,曇後一時晴,8,1
2019/1/28,晴,8,1
2019/1/29,晴後時々曇,8,1
2019/1/30,晴,8,1
2019/1/31,晴,8,1
2019/2/1,曇後一時晴,8,1
2019/2/2,晴,8,1
2019/2/3,晴一時曇,8,1
2019/2/4,曇時々雨,8,1
2019/2/5,雨一時曇,8,1
2019/2/6,晴一時雨,8,1
2019/2/7,曇後時々雨,8,1
2019/2/8,曇時々雨,8,1
2019/2/9,曇一時雨,8,1
2019/2/10,曇一時晴,8,1
2019/2/11,曇時々雨,8,1
2019/2/12,曇,8,1
2019/2/13,曇時々雨,8,1
2019/2/14,晴後曇時々雨,8,1
2019/2/15,曇時々晴,8,1
2019/2/16,曇,8,1
2019/2/17,曇一時雨,8,1
2019/2/18,曇,8,1
2019/2/19,晴後大雨時々曇,8,1
2019/2/20,曇一時晴後一時雨,8,1
2019/2/21,曇時々晴,8,1
2019/2/22,曇時々雨後晴,8,1
2019/2/23,晴後曇,8,1
2019/2/24,雨時々曇,8,1
2019/2/25,曇一時晴,8,1
2019/2/26,晴時々曇,8,1
2019/2/27,晴一時曇,8,1
2019/2/28,曇時々雨一時晴,8,1
2019/3/1,曇時々晴,8,1
2019/3/2,晴後一時曇,8,1
2019/3/3,晴時々雨一時曇,8,1
2019/3/4,曇時々晴,8,1
2019/3/5,晴時々曇,8,1
2019/3/6,曇時々大雨,8,1
2019/3/7,曇一時晴,8,1
2019/3/8,曇時々雨,8,1
2019/3/9,雨時々曇,8,1
2019/3/10,曇時々雨,8,1
2019/3/11,曇,8,1
2019/3/12,快晴,8,1
2019/3/13,晴,8,1
2019/3/14,晴後一時曇,8,1
2019/3/15,曇時々雨一時晴,8,1
2019/3/16,曇時々晴,8,1
2019/3/17,晴時々曇,8,1
2019/3/18,雨時々曇,8,1
2019/3/19,曇後晴,8,1
2019/3/20,晴,8,1
2019/3/21,曇後晴,8,1
2019/3/22,曇時々晴,8,1
2019/3/23,曇時々雨,8,1
2019/3/24,曇一時雨後一時晴,8,1
2019/3/25,曇後時々雨,8,1
2019/3/26,晴,8,1
2019/3/27,晴,8,1
2019/3/28,晴一時曇,8,1
2019/3/29,曇時々雨一時晴,8,1
2019/3/30,曇後時々晴,8,1
2019/3/31,晴時々薄曇,8,1
2019/4/1,曇後一時晴,8,1
2019/4/2,晴,8,1
2019/4/3,曇一時晴,8,1
2019/4/4,曇,8,1
2019/4/5,雨時々曇,8,1
2019/4/6,晴,8,1
2019/4/7,曇時々晴,8,1
2019/4/8,晴,8,1
2019/4/9,曇一時晴,8,1
2019/4/10,曇一時雨,8,1
2019/4/11,曇,8,1
2019/4/12,薄曇後一時晴,8,1
2019/4/13,曇一時雨,8,1
2019/4/14,雨時々曇後一時晴,8,1
2019/4/15,曇後時々晴,8,1
2019/4/16,雨時々曇,8,1
2019/4/17,晴一時曇,8,1
2019/4/18,曇時々晴,8,1
2019/4/19,曇,8,1
2019/4/20,雨時々曇,8,1
2019/4/21,曇一時晴,8,1
2019/4/22,曇時々晴,8,1
2019/4/23,曇後一時雨,8,1
2019/4/24,曇時々晴,8,1
2019/4/25,曇後晴,8,1
2019/4/26,晴,8,1
2019/4/27,曇,8,1
2019/4/28,曇,8,1
2019/4/29,曇時々晴一時雨,8,1
2019/4/30,曇,8,1
2019/5/1,雨時々曇、雷を伴う,8,1
2019/5/2,晴後曇,8,1
2019/5/3,曇一時雨後時々晴,8,1
2019/5/4,晴後一時薄曇,8,1
2019/5/5,晴時々曇,8,1
2019/5/6,曇,8,1
2019/5/7,曇一時雨,8,1
2019/5/8,曇一時晴,8,1
2019/5/9,曇時々雨,8,1
2019/5/10,曇時々雨,8,1
2019/5/11,曇一時雨,8,1
2019/5/12,曇後晴,8,1
2019/5/13,晴後時々曇,8,1
2019/5/14,曇時々晴一時雨,8,1
2019/5/15,晴時々曇,8,1
2019/5/16,雨時々曇,8,1
2019/5/17,曇,8,1
2019/5/18,曇一時雨後時々晴,8,1
2019/5/19,晴,8,1
2019/5/20,雨時々曇、雷を伴う,8,1
2019/5/21,晴,8,1
2019/5/22,晴,8,1
2019/5/23,晴後一時曇,8,1
2019/5/24,快晴,8,1
2019/5/25,晴時々薄曇,8,1
2019/5/26,晴,8,1
2019/5/27,曇,8,1
2019/5/28,曇後時々雨,8,1
2019/5/29,曇時々雨,8,1
2019/5/30,曇,8,1
2019/5/31,曇,8,1
2019/6/1,曇,8,1
2019/6/2,曇,8,1
2019/6/3,曇一時雨,8,1
2019/6/4,曇後時々雨、雷を伴う,8,1
2019/6/5,曇時々雨後晴,8,1
2019/6/6,晴後曇,8,1
2019/6/7,晴,8,1
2019/6/8,曇後時々雨,8,1
2019/6/9,曇後時々雨、雷を伴う,8,1
2019/6/10,雨時々曇、雷を伴う,8,1
2019/6/11,曇時々雨,8,1
2019/6/12,曇時々晴,8,1
2019/6/13,曇,8,1
2019/6/14,曇時々雨,8,1
2019/6/15,晴,8,1
2019/6/16,晴時々薄曇,8,1
2019/6/17,雨時々曇,8,1
2019/6/18,大雨時々曇、雷を伴う,8,1
2019/6/19,曇,8,1
2019/6/20,雨一時曇,8,1
2019/6/21,曇,8,1
2019/6/22,雨時々曇,8,1
2019/6/23,雨一時曇,8,1
2019/6/24,曇時々大雨,8,1
2019/6/25,曇,8,1
2019/6/26,大雨後一時曇,8,1
2019/6/27,曇時々晴一時雨,8,1
2019/6/28,曇時々晴,8,1
2019/6/29,晴一時曇,8,1
2019/6/30,晴,8,1
2019/7/1,晴時々曇,8,1
2019/7/2,晴,8,1
2019/7/3,薄曇,8,1
2019/7/4,曇時々雨,8,1
2019/7/5,大雨時々曇、雷を伴う,8,1
2019/7/6,雨時々曇,8,1
2019/7/7,雨時々曇、雷を伴う,8,1
2019/7/8,曇,8,1
2019/7/9,曇,8,1
2019/7/10,曇一時雨,8,1
2019/7/11,薄曇後晴,8,1
2019/7/12,晴後一時薄曇,8,1
2019/7/13,晴時々曇,8,1
2019/7/14,晴後時々曇,8,1
2019/7/15,晴,8,1
2019/7/16,晴,8,1
2019/7/17,晴一時雨,8,1
2019/7/18,雨時々曇,8,1
2019/7/19,曇一時雨,8,1
2019/7/20,曇一時雨,8,1
